DASHI/Physics/Closure/ActualPolymerActivityDefinitionReceipt.agda	4
DASHI/Physics/Closure/ArchimedeanFlatLimitCandidatesReceipt.agda	2
DASHI/Physics/Closure/CSLevelRunningLawReceipt.agda	2
DASHI/Physics/Closure/CarrierGaugeCouplingFromCSLevelReceipt.agda	2
DASHI/Physics/Closure/CarrierGaugeFieldMeasureReceipt.agda	2
DASHI/Physics/Closure/CarrierLatticeYMDefinitionReceipt.agda	2
DASHI/Physics/Closure/CarrierRGTrajectoryYMReceipt.agda	2
DASHI/Physics/Closure/CarrierScaleFromHeegnerReceipt.agda	2
DASHI/Physics/Closure/CarrierSchwingerFunctionCauchyReceipt.agda	2
DASHI/Physics/Closure/ClayYMProofRoadmapReceipt.agda	2
DASHI/Physics/Closure/ContinuumClayMassGapReceiptObligation.agda	2
DASHI/Physics/Closure/CuspDegenerationFlatLimitReceipt.agda	2
DASHI/Physics/Closure/Gate3NormDictionary.agda	2
DASHI/Physics/Closure/HolographicBulkBoundaryReceipt.agda	2
DASHI/Physics/Closure/NSRegularityGapReceipt.agda	2
DASHI/Physics/Closure/NSRegularityRoadmapFilledReceipt.agda	4
DASHI/Physics/Closure/NSRegularityUpgradeReceipt.agda	2
DASHI/Physics/Closure/NSW4WeakSolutionReceipt.agda	2
DASHI/Physics/Closure/NSWeakSolutionSummaryReceipt.agda	4
DASHI/Physics/Closure/PAdicShimuraFlatLimitReceipt.agda	2
DASHI/Physics/Closure/Paper3YMDependencyGraphReceipt.agda	2
DASHI/Physics/Closure/Phase2ProgrammeReceipt.agda	2
DASHI/Physics/Closure/QCDRunningFromCarrierScaleReceipt.agda	2
DASHI/Physics/Closure/ShimuraTowerUniversalityClassReceipt.agda	2
DASHI/Physics/Closure/ShimuraTowerWilsonActionReceipt.agda	2
DASHI/Physics/Closure/WilsonActionOn3PlusOneLatticeReceipt.agda	2
DASHI/Physics/Closure/WilsonBetaFromCSLevelReceipt.agda	2
DASHI/Physics/Closure/YMActualP7WilsonPolymerActivityReceipt.agda	2
DASHI/Physics/Closure/YMClayTrueBlockerReceipt.agda	2
DASHI/Physics/Closure/YMDepthContinuumLimitObstructionReceipt.agda	2
DASHI/Physics/Closure/YMFinalStateReceipt.agda	4
DASHI/Physics/Closure/YMFramingCorrectionReceipt.agda	2
DASHI/Physics/Closure/YML2CorrectedStatusReceipt.agda	2
DASHI/Physics/Closure/YML2StatusReceipt.agda	2
DASHI/Physics/Closure/YML3TightnessBoundedCandidateReceipt.agda	4
DASHI/Physics/Closure/YML3TightnessFromDimensionalTransmutationReceipt.agda	2
DASHI/Physics/Closure/YML3TightnessFromKRunningReceipt.agda	4
DASHI/Physics/Closure/YML3TightnessInhabitedReceipt.agda	2
DASHI/Physics/Closure/YMProductLatticeActionReceipt.agda	2
DASHI/Physics/Closure/YMThermodynamicOSWightmanOperatorBoundaryReceipt.agda	4
DASHI/Physics/Closure/YangMillsFieldEquationReceipt.agda	2
